| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 0.064          |
| 12–15 | 0.13           |
| 16–19 | 0.123          |
| 20–29 | 0.119          |
| 30–39 | 0.122          |
| 40–49 | 0.118          |
| 50–59 | 0.125          |
| 60–69 | 0.128          |
| 70–79 | 0.128          |
| 80+   | 0.13           |
