Age,"Standard error"
"8–11 years",0.064
"12–15 years",0.13
"16–19 years",0.123
"20–29 years",0.119
"30–39 years",0.122
"40–49 years",0.118
"50–59 years",0.125
"60–69 years",0.128
"70–79 years",0.128
"80 years and over",0.13
