Age,Mean
"All ages",67
"2–11 months",36
"1–2 years",48
"3–5 years",57
"6–11 years",68
"12–15 years",77
"16–19 years",76
"20–29 years",75
"30–39 years",76
"40–49 years",72
"50–59 years",62
"60–69 years",56
"70–79 years",52
"80 years and over",49
