| Age   | Standard error |
| ----- | -------------- |
| 0-1   | 1.1            |
| 1     | 0.8            |
| 2–3   | 0.4            |
| 4–5   | 0.6            |
| 6–8   | 0.5            |
| 9–11  | 0.5            |
| 12–15 | 0.4            |
| 16–19 | 0.4            |
| 20–39 | 0.3            |
| 40–59 | 0.3            |
| 60–79 | 0.5            |
| 80+   | 1.1            |
