| Age   | Standard error |
| ----- | -------------- |
| 0-1   | 0.9            |
| 1     | 0.7            |
| 2–3   | 0.4            |
| 4–5   | 0.5            |
| 6–8   | 0.3            |
| 9–11  | 0.4            |
| 12–15 | 0.3            |
| 16–19 | 0.3            |
| 20–39 | 0.2            |
| 40–59 | 0.2            |
| 60–79 | 0.3            |
| 80+   | 0.7            |
