Age,Mean
"7-74 years",77.6
"7-11 years",64.7
"12-17 years",70
"18-24 years",73.5
"25-34 years",76.5
"35-44 years",80.8
"45-54 years",85.1
"55-64 years",87.2
"65-74 years",85.4
"Age-adjusted value",77.3
