| Age                | Mean |
| ------------------ | ---- |
| 7-74 years         | 78.8 |
| 7-11 years         | 64.6 |
| 12-17 years        | 71.4 |
| 18-24 years        | 76.1 |
| 25-34 years        | 79.2 |
| 35-44 years        | 83.4 |
| 45-54 years        | 85.4 |
| 55-64 years        | 89   |
| 65-74 years        | 85.4 |
| Age-adjusted value | 78.6 |
