Age,Mean
"7-74 years",76.5
"7-11 years",64.8
"12-17 years",68.6
"18-24 years",71
"25-34 years",74.3
"35-44 years",78.7
"45-54 years",84.9
"55-64 years",85.4
"65-74 years",85.5
"Age-adjusted value",76.2
