| Age               | Mean |
| ----------------- | ---- |
| All ages          | 2175 |
| 2–11 months       | 1749 |
| 1–2 years         | 1083 |
| 3–5 years         | 1167 |
| 6–11 years        | 1457 |
| 12–15 years       | 1538 |
| 16–19 years       | 1470 |
| 20–29 years       | 1888 |
| 30–39 years       | 2387 |
| 40–49 years       | 2291 |
| 50–59 years       | 2731 |
| 60–69 years       | 3022 |
| 70–79 years       | 3066 |
| 80 years and over | 3123 |
