| Age               | Mean |
| ----------------- | ---- |
| All ages          | 2255 |
| 2–11 months       | 1821 |
| 1–2 years         | 1199 |
| 3–5 years         | 1175 |
| 6–11 years        | 1438 |
| 12–15 years       | 1692 |
| 16–19 years       | 1620 |
| 20–29 years       | 2114 |
| 30–39 years       | 2521 |
| 40–49 years       | 2414 |
| 50–59 years       | 2812 |
| 60–69 years       | 3080 |
| 70–79 years       | 3041 |
| 80 years and over | 3179 |
