| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 7.5  | 8.1  | 8.7  | 9.5  | 11.7 | 14.2 | 15.6 | 16.7 | 18.3 |
| 12–15 | 13.3 | 14.3 | 15   | 16.2 | 17.9 | 19.9 | 21.1 | 22.1 | 23.9 |
| 16–19 | 15.5 | 16.3 | 16.8 | 17.8 | 19.7 | 21.7 | 23.1 | 24.3 | 25.8 |
| 20–39 | 16.5 | 17.5 | 18.2 | 19.2 | 21.1 | 23.7 | 25.5 | 26.7 | 28.5 |
| 40–59 | 17   | 18   | 18.7 | 19.6 | 21.9 | 24.6 | 26.4 | 27.8 | 30   |
| 60–79 | 16.4 | 17.3 | 17.9 | 18.8 | 20.8 | 23.3 | 24.8 | 25.9 | 27.6 |
| 80+   | 14.9 | 15.6 | 16.2 | 17.1 | 18.9 | 20.9 | 22.1 | 23.1 | 24.5 |
| 20+   | 16.5 | 17.4 | 18.1 | 19.1 | 21.2 | 23.9 | 25.6 | 26.9 | 28.8 |
