| Age   | 5th  | 10th | 15th | 25th | 50th | 75th | 85th | 90th | 95th |
| ----- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- | ---- |
| 8–11  | 8.4  | 8.9  | 9.4  | 10.2 | 11.8 | 13.6 | 14.8 | 16.1 | 17.5 |
| 12–15 | 12   | 13.3 | 14.3 | 16.2 | 20.2 | 24   | 26.1 | 27.5 | 29.8 |
| 16–19 | 20.8 | 21.7 | 22.6 | 24   | 26.7 | 29.8 | 32   | 33.4 | 35.7 |
| 20–39 | 22.4 | 23.7 | 24.7 | 26.1 | 29.1 | 32.6 | 34.7 | 36.5 | 39.6 |
| 40–59 | 23.4 | 24.9 | 26.1 | 27.6 | 30.5 | 33.7 | 35.7 | 37.2 | 39.2 |
| 60–79 | 22.3 | 23.6 | 24.7 | 26.3 | 29.3 | 32.8 | 34.4 | 36.1 | 37.9 |
| 80+   | 20.2 | 21.8 | 22.7 | 24   | 26   | 28.3 | 30.3 | 31.4 | 33.1 |
| 20+   | 22.5 | 23.9 | 25   | 26.7 | 29.6 | 33   | 35   | 36.6 | 39   |
