Age,Median
"All ages",14.5
"2–11 months",9.6
"1–2 years",14.7
"3–5 years",14
"6–11 years",14.3
"12–15 years",13
"16–19 years",13.6
"20–29 years",13.8
"30–39 years",14.5
"40–49 years",14.7
"50–59 years",15.6
"60–69 years",15.6
"70–79 years",15.7
"80 years and over",15.3
