Age,Median
"All ages",14.5
"2–11 months",9.7
"1–2 years",14.8
"3–5 years",13.9
"6–11 years",14.1
"12–15 years",13.5
"16–19 years",14
"20–29 years",14.1
"30–39 years",14.6
"40–49 years",14.7
"50–59 years",15.5
"60–69 years",15.5
"70–79 years",15.6
"80 years and over",15.3
