| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 0.104          |
| 12–15 | 0.147          |
| 16–19 | 0.136          |
| 20–29 | 0.14           |
| 30–39 | 0.136          |
| 40–49 | 0.127          |
| 50–59 | 0.133          |
| 60–69 | 0.135          |
| 70–79 | 0.133          |
| 80+   | 0.144          |
