| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 0.122          |
| 12–15 | 0.11           |
| 16–19 | 0.113          |
| 20–29 | 0.103          |
| 30–39 | 0.104          |
| 40–49 | 0.104          |
| 50–59 | 0.107          |
| 60–69 | 0.111          |
| 70–79 | 0.112          |
| 80+   | 0.119          |
