Age,"Standard error"
"8–11 years",0.122
"12–15 years",0.11
"16–19 years",0.113
"20–29 years",0.103
"30–39 years",0.104
"40–49 years",0.104
"50–59 years",0.107
"60–69 years",0.111
"70–79 years",0.112
"80 years and over",0.119
