Age,Mean
"All ages",2
"2–11 months",1.7
"1–2 years",1.7
"3–5 years",1.8
"6–11 years",2.1
"12–15 years",2.2
"16–19 years",2.2
"20–29 years",2.1
"30–39 years",2.1
"40–49 years",2
"50–59 years",1.9
"60–69 years",1.9
"70–79 years",1.8
"80 years and over",1.8
