Age,"Standard error"
"All ages",0.6
"2–11 months",–
"1–2 years",–
"3–5 years",–
"6–11 years",–
"12–15 years",–
"16–19 years",1.8
"20–29 years",2
"30–39 years",2.4
"40–49 years",1.5
"50–59 years",1.5
"60–69 years",1.3
"70–79 years",1.1
"80 years and over",0.9
