Age,Mean
"All ages",12
"2–11 months",–
"1–2 years",–
"3–5 years",–
"6–11 years",–
"12–15 years",–
"16–19 years",10
"20–29 years",20
"30–39 years",18
"40–49 years",16
"50–59 years",12
"60–69 years",11
"70–79 years",7
"80 years and over",4
