Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",3.2,3.4,3.5,3.6,3.8,4.1,4.3,4.4,4.6
"12–15 years",3.6,3.8,3.9,4,4.4,4.8,5,5.1,5.4
"16–19 years",4.1,4.3,4.4,4.6,4.9,5.2,5.5,5.6,5.9
"20–39 years",4.3,4.5,4.6,4.8,5.1,5.4,5.7,5.8,6.2
"40–59 years",4.3,4.5,4.6,4.8,5.1,5.5,5.7,5.9,6.1
"60–79 years",4.2,4.4,4.5,4.6,5,5.4,5.6,5.8,6.1
"80 years and older",3.9,4.1,4.2,4.4,4.7,5.1,5.3,5.4,5.7
"20 years and older (crude)",4.3,4.4,4.6,4.7,5.1,5.4,5.7,5.8,6.1
