Age,"Standard error"
"2 years",0.17
"3 years",0.19
"4 years",0.28
"5 years",0.25
"6 years",0.45
"7 years",0.5
"8 years",0.51
"9 years",0.64
"10 years",0.61
"11 years",0.57
"12 years",0.7
"13 years",0.71
"14 years",0.71
"15 years",0.64
"16 years",0.65
"17 years",0.73
"18 years",0.88
"19 years",0.92
"20 years and older",0.15
"20–29 years",0.23
"30–39 years",0.26
"40–49 years",0.29
"50–59 years",0.34
"60–69 years",0.3
"70–79 years",0.33
"80 years and older",0.37
