| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 126.6 |
| 7-11 years         | 105.9 |
| 12-17 years        | 116.2 |
| 18-24 years        | 123.9 |
| 25-34 years        | 127.6 |
| 35-44 years        | 127.3 |
| 45-54 years        | 137.9 |
| 55-64 years        | 138.8 |
| 65-74 years        | 148   |
| Age-adjusted value | 126.6 |
