| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 125.6 |
| 7-11 years         | 105.2 |
| 12-17 years        | 114.9 |
| 18-24 years        | 120.8 |
| 25-34 years        | 122.4 |
| 35-44 years        | 126   |
| 45-54 years        | 135.8 |
| 55-64 years        | 141.6 |
| 65-74 years        | 151.2 |
| Age-adjusted value | 125.6 |
