| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 124.7 |
| 7-11 years         | 104.4 |
| 12-17 years        | 113.7 |
| 18-24 years        | 117.6 |
| 25-34 years        | 117.9 |
| 35-44 years        | 124.8 |
| 45-54 years        | 134   |
| 55-64 years        | 144.2 |
| 65-74 years        | 153.9 |
| Age-adjusted value | 124.7 |
