Age,Mean
"7-74 years",78.8
"7-11 years",66.3
"12-17 years",68.9
"18-24 years",74
"25-34 years",79
"35-44 years",83.4
"45-54 years",86.9
"55-64 years",87.9
"65-74 years",86.2
"Age-adjusted",78.5
