Age,Mean
"7-74 years",79.7
"7-11 years",65.6
"12-17 years",69.8
"18-24 years",76.1
"25-34 years",82.1
"35-44 years",85
"45-54 years",89.4
"55-64 years",87.9
"65-74 years",86.3
"Age-adjusted value",79.6
