| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 33.3 |
| 12–15              | 29.2 |
| 16–19              | 25.2 |
| 20–39              | 26.5 |
| 40–59              | 27.4 |
| 60–79              | 29.2 |
| 80+                | 30.2 |
| 20+                | 27.4 |
| 20+ (age adjusted) | 27.5 |
