Age,Median
"All ages",210
"2–11 months",108
"1–2 years",161
"3–5 years",201
"6–11 years",223
"12–15 years",246
"16–19 years",238
"20–29 years",240
"30–39 years",220
"40–49 years",206
"50–59 years",191
"60–69 years",188
"70–79 years",184
"80 years and over",177
