| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.4            |
| 7-11 years  | 0.9            |
| 12-17 years | 0.62           |
| 18-24 years | 0.9            |
| 25-34 years | 0.74           |
| 35-44 years | 1.08           |
| 45-54 years | 1.01           |
| 55-64 years | 0.88           |
| 65-74 years | 0.83           |
