| Age         | Standard error |
| ----------- | -------------- |
| 7-74 years  | 0.41           |
| 7-11 years  | 0.88           |
| 12-17 years | 0.5            |
| 18-24 years | 0.62           |
| 25-34 years | 0.48           |
| 35-44 years | 0.67           |
| 45-54 years | 0.8            |
| 55-64 years | 0.74           |
| 65-74 years | 0.59           |
