Age,"Standard error"
"3 years",0.12
"4 years",0.12
"5 years",0.14
"6 years",0.21
"7 years",0.19
"8 years",0.25
"9 years",0.23
"10 years",0.21
"11 years",0.21
"12 years",0.3
"13 years",0.36
"14 years",0.34
"15 years",0.31
"16 years",0.34
"17 years",0.3
"18 years",0.3
"19 years",0.37
"20 years and older",0.05
"20–29 years",0.1
"30–39 years",0.1
"40–49 years",0.11
"50–59 years",0.14
"60–69 years",0.13
"70–79 years",0.15
"80 years and older",0.16
