Age,"Standard error"
"3 years",0.12
"4 years",0.18
"5 years",0.14
"6 years",0.19
"7 years",0.24
"8 years",0.25
"9 years",0.24
"10 years",0.21
"11 years",0.26
"12 years",0.26
"13 years",0.31
"14 years",0.26
"15 years",0.3
"16 years",0.24
"17 years",0.24
"18 years",0.28
"19 years",0.26
"20 years and older",0.05
"20–29 years",0.09
"30–39 years",0.09
"40–49 years",0.11
"50–59 years",0.13
"60–69 years",0.12
"70–79 years",0.13
"80 years and older",0.15
