Age,Mean
"8–11 years",125.19
"12–15 years",179.46
"16–19 years",195.96
"20–29 years",192.31
"30–39 years",185.29
"40–49 years",181.64
"50–59 years",169.61
"60–69 years",164.34
"70–79 years",156.19
"80 years and over",148.37
"20 years and over (age-adjusted)",177.08
