| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 129.7  |
| 12–15              | 194.17 |
| 16–19              | 247.53 |
| 20–29              | 236.62 |
| 30–39              | 222.1  |
| 40–49              | 215.81 |
| 50–59              | 208.19 |
| 60–69              | 207.89 |
| 70–79              | 203.97 |
| 80+                | 199.57 |
| 20+ (age-adjusted) | 217.24 |
