| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 125.7 |
| 7-11 years         | 106.1 |
| 12-17 years        | 116.5 |
| 18-24 years        | 123.3 |
| 25-34 years        | 124.2 |
| 35-44 years        | 126.2 |
| 45-54 years        | 130.6 |
| 55-64 years        | 142.9 |
| 65-74 years        | 146.2 |
| Age-adjusted value | 125.2 |
