Age,Mean
"7-74 years",125.1
"7-11 years",106.1
"12-17 years",114.3
"18-24 years",118.1
"25-34 years",120.1
"35-44 years",124
"45-54 years",133.8
"55-64 years",142.5
"65-74 years",151.2
"Age-adjusted value",124.4
