| Age               | Median |
| ----------------- | ------ |
| All ages          | 1.8    |
| 2–11 months       | 1.5    |
| 1–2 years         | 1.6    |
| 3–5 years         | 1.7    |
| 6–11 years        | 1.9    |
| 12–15 years       | 2      |
| 16–19 years       | 1.9    |
| 20–29 years       | 1.8    |
| 30–39 years       | 1.8    |
| 40–49 years       | 1.8    |
| 50–59 years       | 1.7    |
| 60–69 years       | 1.7    |
| 70–79 years       | 1.6    |
| 80 years and over | 1.6    |
