| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 112.97 |
| 12–15              | 224.12 |
| 16–19              | 337.9  |
| 20–29              | 329.62 |
| 30–39              | 308.4  |
| 40–49              | 296.85 |
| 50–59              | 277.8  |
| 60–69              | 269.22 |
| 70–79              | 247.84 |
| 80+                | 225.48 |
| 20+ (age-adjusted) | 292.15 |
