Age,Mean
"8–11 years",116.46
"12–15 years",215.93
"16–19 years",249.58
"20–29 years",247.89
"30–39 years",243.66
"40–49 years",236.45
"50–59 years",210.98
"60–69 years",192.46
"70–79 years",168.28
"80 years and over",145.5
"20 years and over (age-adjusted)",221.74
