Age,Mean
"8–11 years",1.3
"12–15 years",1.8
"16–19 years",1.9
"20–39 years",2.1
"40–59 years",2.1
"60–79 years",1.9
"80 years and older",1.7
"20 years and older (crude)",2
"20 years and older (age adjusted)",2
