Age,"Standard error"
"All ages",0.16
"2–11 months",0.09
"1–2 years",0.08
"3–5 years",0.19
"6–11 years",0.12
"12–15 years",0.53
"16–19 years",0.53
"20–29 years",0.58
"30–39 years",0.27
"40–49 years",0.62
"50–59 years",0.32
"60–69 years",0.41
"70–79 years",0.3
"80 years and over",0.31
