Age,"Standard error"
"All ages",0.1
"2–11 months",0.1
"1–2 years",0.07
"3–5 years",0.11
"6–11 years",0.13
"12–15 years",0.3
"16–19 years",0.17
"20–29 years",0.32
"30–39 years",0.31
"40–49 years",0.17
"50–59 years",0.23
"60–69 years",0.3
"70–79 years",0.22
"80 years and over",0.31
