| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.4            |
| 12–15              | 0.4            |
| 16–19              | 0.3            |
| 20–39              | 0.3            |
| 40–59              | 0.2            |
| 60–79              | 0.2            |
| 80+                | 0.4            |
| 20+                | 0.2            |
| 20+ (age adjusted) | 0.1            |
