Age,Mean
"8–11 years",249.2
"12–15 years",353.38
"16–19 years",405.58
"20–29 years",410.48
"30–39 years",408.67
"40–49 years",413.76
"50–59 years",410.08
"60–69 years",408.23
"70–79 years",400.54
"80 years and over",386.14
"20 years and over (age-adjusted)",408.55
