| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 249.2  |
| 12–15              | 353.38 |
| 16–19              | 405.58 |
| 20–29              | 410.48 |
| 30–39              | 408.67 |
| 40–49              | 413.76 |
| 50–59              | 410.08 |
| 60–69              | 408.23 |
| 70–79              | 400.54 |
| 80+                | 386.14 |
| 20+ (age-adjusted) | 408.55 |
