| Age                | Mean   |
| ------------------ | ------ |
| 8–11               | 255.44 |
| 12–15              | 324.17 |
| 16–19              | 340.82 |
| 20–29              | 343.13 |
| 30–39              | 345.24 |
| 40–49              | 346.78 |
| 50–59              | 341.08 |
| 60–69              | 340.4  |
| 70–79              | 327.5  |
| 80+                | 308.27 |
| 20+ (age-adjusted) | 340.85 |
