Age,Mean
"8–11 years",255.44
"12–15 years",324.17
"16–19 years",340.82
"20–29 years",343.13
"30–39 years",345.24
"40–49 years",346.78
"50–59 years",341.08
"60–69 years",340.4
"70–79 years",327.5
"80 years and over",308.27
"20 years and over (age-adjusted)",340.85
