Age,Mean
"All ages",4027
"2–11 months",601
"1–2 years",2075
"3–5 years",2699
"6–11 years",3378
"12–15 years",4240
"16–19 years",4904
"20–29 years",4751
"30–39 years",4614
"40–49 years",4255
"50–59 years",4058
"60–69 years",3591
"70–79 years",3275
"80 years and over",2908
