Age,Mean
"All ages",3427
"2–11 months",567
"1–2 years",1983
"3–5 years",2594
"6–11 years",3164
"12–15 years",3727
"16–19 years",4036
"20–29 years",3963
"30–39 years",3854
"40–49 years",3591
"50–59 years",3351
"60–69 years",3029
"70–79 years",2775
"80 years and over",2541
