Age,"Standard error"
"8–11 years",0.3
"12–15 years",0.3
"16–19 years",0.4
"20–39 years",0.3
"40–59 years",0.3
"60–79 years",0.3
"80 years and older",0.3
"20 years and older,25.3
"20 years and older,25.3
