| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.3            |
| 12–15              | 0.4            |
| 16–19              | 0.4            |
| 20–39              | 0.4            |
| 40–59              | 0.4            |
| 60–79              | 0.2            |
| 80+                | 0.5            |
| 20+                | 0.3            |
| 20+ (age adjusted) | 0.2            |
