| Age               | Mean |
| ----------------- | ---- |
| All ages          | 566  |
| 2–11 months       | 522  |
| 1–2 years         | 499  |
| 3–5 years         | 580  |
| 6–11 years        | 601  |
| 12–15 years       | 634  |
| 16–19 years       | 572  |
| 20–29 years       | 516  |
| 30–39 years       | 519  |
| 40–49 years       | 576  |
| 50–59 years       | 556  |
| 60–69 years       | 636  |
| 70–79 years       | 622  |
| 80 years and over | 633  |
