Age,Mean
"All ages",489
"2–11 months",509
"1–2 years",498
"3–5 years",510
"6–11 years",539
"12–15 years",557
"16–19 years",442
"20–29 years",469
"30–39 years",433
"40–49 years",436
"50–59 years",499
"60–69 years",537
"70–79 years",573
"80 years and over",578
