| Age               | Mean |
| ----------------- | ---- |
| All ages          | 649  |
| 2–11 months       | 535  |
| 1–2 years         | 499  |
| 3–5 years         | 646  |
| 6–11 years        | 659  |
| 12–15 years       | 710  |
| 16–19 years       | 702  |
| 20–29 years       | 564  |
| 30–39 years       | 609  |
| 40–49 years       | 722  |
| 50–59 years       | 619  |
| 60–69 years       | 754  |
| 70–79 years       | 690  |
| 80 years and over | 735  |
