Age,"Standard error"
"8–11 years",40.68
"12–15 years",39.02
"16–19 years",40.37
"20–29 years",35.9
"30–39 years",35.19
"40–49 years",35.45
"50–59 years",36.02
"60–69 years",37.5
"70–79 years",41.3
"80 years and over",44.28
