| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 40.68          |
| 12–15 | 39.02          |
| 16–19 | 40.37          |
| 20–29 | 35.9           |
| 30–39 | 35.19          |
| 40–49 | 35.45          |
| 50–59 | 36.02          |
| 60–69 | 37.5           |
| 70–79 | 41.3           |
| 80+   | 44.28          |
