Age,Median
"All ages",262
"2–11 months",127
"1–2 years",166
"3–5 years",214
"6–11 years",246
"12–15 years",267
"16–19 years",268
"20–29 years",271
"30–39 years",292
"40–49 years",265
"50–59 years",284
"60–69 years",298
"70–79 years",251
"80 years and over",284
