| Age               | Median |
| ----------------- | ------ |
| All ages          | 226    |
| 2–11 months       | 124    |
| 1–2 years         | 164    |
| 3–5 years         | 206    |
| 6–11 years        | 228    |
| 12–15 years       | 225    |
| 16–19 years       | 211    |
| 20–29 years       | 229    |
| 30–39 years       | 236    |
| 40–49 years       | 225    |
| 50–59 years       | 244    |
| 60–69 years       | 252    |
| 70–79 years       | 240    |
| 80 years and over | 239    |
