| Age               | Median |
| ----------------- | ------ |
| All ages          | 195    |
| 2–11 months       | 120    |
| 1–2 years         | 161    |
| 3–5 years         | 195    |
| 6–11 years        | 206    |
| 12–15 years       | 188    |
| 16–19 years       | 182    |
| 20–29 years       | 189    |
| 30–39 years       | 192    |
| 40–49 years       | 187    |
| 50–59 years       | 201    |
| 60–69 years       | 227    |
| 70–79 years       | 233    |
| 80 years and over | 225    |
