| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.5            |
| 12–15              | 0.6            |
| 16–19              | 0.6            |
| 20–39              | 0.5            |
| 40–59              | 0.5            |
| 60–79              | 0.5            |
| 80+                | 0.6            |
| 20+                | 0.3            |
| 20+ (age adjusted) | 0.3            |
