Age,"Standard error"
"8–11 years",0.6
"12–15 years",0.5
"16–19 years",0.6
"20–39 years",0.6
"40–59 years",0.7
"60–79 years",0.3
"80 years and older",0.8
"20 years and older (crude)",0.4
"20 years and older (age adjusted)",0.3
