Age,"Standard error"
"8–11 years",0.5
"12–15 years",0.6
"16–19 years",0.6
"20–39 years",0.5
"40–59 years",0.5
"60–79 years",0.5
"80 years and older",0.6
"20 years and older (crude)",0.3
"20 years and older (age adjusted)",0.3
