| Age                | Standard error |
| ------------------ | -------------- |
| 8–11               | 0.6            |
| 12–15              | 0.5            |
| 16–19              | 0.6            |
| 20–39              | 0.6            |
| 40–59              | 0.7            |
| 60–79              | 0.3            |
| 80+                | 0.8            |
| 20+                | 0.4            |
| 20+ (age adjusted) | 0.3            |
